name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk_level,insurance_amount
EBCHP,46,M,Student,Divorced,Bachelor,120000,Rural,Chevrolet,10,2,15000,2,0,0,16,Medium,800
SDABI,18,F,Teacher,Married,,140000,Suburban,Mercedes,4,1.5,18000,3,4,0,13,Medium,1200
KUEZP,29,F,Student,Married,PhD,50000,Rural,Chevrolet,11,3,6000,3,4,1,16,Medium,1150
OWQPB,26,F,Student,Widowed,Bachelor,25000,Urban,Toyota,10,3.5,11000,2,0,1,28,High,1050
FSMVZ,24,F,Teacher,Single,Bachelor,65000,Rural,Honda,11,2.5,9000,2,1,3,4,Medium,1350
BPSPD,26,F,Manager,Married,PhD,130000,Suburban,Tesla,8,2.5,16000,2,2,3,11,Medium,1150
EDNSL,22,M,Lawyer,Single,PhD,65000,Urban,Audi,1,4,8000,2,0,0,14,Low,1000
KPNXU,18,M,Lawyer,Single,Master,135000,Urban,Ford,4,2,8000,0,0,0,32,Low,700
MGHZH,66,M,Engineer,Widowed,PhD,85000,Rural,Mercedes,7,1.5,10000,3,2,3,5,Medium,1150
YMMOO,47,F,Architect,Married,Master,105000,Suburban,BMW,13,3,8000,2,1,3,12,Medium,1150
GWTUC,33,F,Architect,Married,Bachelor,130000,Rural,Tesla,11,3.5,12000,0,2,1,38,Low,850
QLGNO,19,F,Architect,Widowed,Master,95000,Urban,Tesla,3,4,13000,0,4,1,31,High,1050
LBLEO,65,F,Architect,Married,Bachelor,70000,Urban,Nissan,10,2,18000,1,3,2,6,High,1150
GGFUY,21,M,Teacher,Divorced,Master,65000,Urban,BMW,8,2.5,18000,3,1,0,7,Medium,1200
ZNAXW,29,M,Student,Married,Bachelor,90000,Suburban,Audi,2,4,9000,0,4,0,27,Medium,700
ZGFWT,38,M,Manager,Single,Bachelor,115000,Suburban,Mercedes,3,3,19000,0,3,2,25,Low,850
PCBLR,31,M,Doctor,Widowed,Bachelor,45000,Rural,Ford,2,2.5,6000,1,3,3,12,Low,1150
QYMDY,40,F,Student,Divorced,Bachelor,65000,Urban,BMW,3,3,15000,0,1,0,4,High,700
DAFSJ,20,M,Lawyer,Married,Master,130000,Urban,Nissan,5,3,19000,1,0,3,21,High,1150
XULDW,48,M,Retired,Married,Master,110000,Rural,Honda,4,3.5,15000,3,4,0,26,Medium,1000
QBWSX,56,M,Retired,Single,Master,45000,Urban,Audi,6,1.5,12000,0,0,2,2,High,650
ZTHPQ,60,M,Teacher,Widowed,,50000,Urban,BMW,14,3,10000,0,2,3,7,High,850
FKASM,31,F,Doctor,Divorced,PhD,145000,Urban,Tesla,1,3,11000,1,1,3,15,High,1150
OIHYA,28,F,Manager,Married,Master,120000,Suburban,BMW,14,2,11000,2,3,1,8,Medium,1150
NMGPD,64,F,Manager,Widowed,PhD,145000,Suburban,Toyota,8,3,10000,0,3,1,7,Medium,850
AKQNU,35,M,Artist,Widowed,,80000,Rural,Nissan,4,2.5,11000,1,0,3,21,Low,950
NMBPK,40,M,Lawyer,Divorced,PhD,145000,Rural,Toyota,10,1.5,10000,2,1,1,22,Low,1150
KAPTC,19,F,Artist,Divorced,Master,25000,Suburban,Tesla,11,3,6000,3,0,1,29,Medium,1250
YJCUA,29,F,Engineer,Divorced,Bachelor,70000,Rural,Ford,14,3,14000,0,3,1,29,Medium,850
XICXR,21,M,Engineer,Widowed,Master,130000,Suburban,Mercedes,11,1.5,11000,1,3,3,28,Medium,1350
RLGBH,69,F,Artist,Single,,115000,Rural,Tesla,1,3,5000,2,2,1,15,Medium,1150
EOUAO,43,M,Doctor,Widowed,Master,55000,Suburban,Toyota,7,1.5,13000,2,4,2,15,Medium,1150
GKNPJ,40,F,Manager,Single,Bachelor,30000,Urban,Mercedes,14,3.5,11000,3,0,3,39,High,950
KIVEN,30,M,Architect,Single,Bachelor,140000,Suburban,Audi,6,2.5,8000,2,1,0,33,Medium,1000
ODQLG,37,M,Student,Single,Master,115000,Rural,Audi,6,1.5,11000,3,3,3,5,Medium,1150
OXIYZ,66,M,Engineer,Single,,140000,Rural,Honda,7,4,12000,3,1,1,35,Medium,1150
PEQTV,45,F,Lawyer,Divorced,Bachelor,40000,Suburban,Chevrolet,9,2,18000,1,4,2,36,Medium,1150
OPOED,56,F,Student,Single,Bachelor,100000,Rural,BMW,12,2,16000,2,0,0,33,Medium,800
PRLUD,47,M,Retired,Widowed,Master,80000,Rural,Ford,4,4,15000,2,3,3,25,Medium,1150
HHCYK,47,F,Teacher,Widowed,,25000,Suburban,Ford,8,4,12000,1,0,1,28,Medium,1050
UKRZA,56,M,Retired,Widowed,PhD,40000,Urban,Nissan,4,1.5,5000,2,3,2,19,Low,1150
SSTRR,48,M,Lawyer,Married,Master,40000,Urban,Honda,12,3.5,16000,2,0,2,31,High,950
SYYDM,69,M,Architect,Divorced,PhD,120000,Rural,Nissan,3,4,9000,2,1,1,31,Medium,1150
DGCAS,40,F,Teacher,Divorced,Bachelor,70000,Rural,Honda,5,2,19000,1,3,1,27,Medium,1150
RVTQC,61,F,Engineer,Widowed,,120000,Urban,Tesla,1,2.5,6000,1,4,1,12,Medium,1150
YNKRN,59,M,Lawyer,Single,,30000,Suburban,Audi,14,3,18000,1,3,2,15,High,1150
BEVTB,43,M,Student,Divorced,,130000,Urban,Honda,3,4,18000,0,2,3,3,Low,850
EFEJR,41,M,Retired,Married,PhD,90000,Urban,Toyota,3,3.5,5000,0,2,0,20,Low,700
ZZHYQ,50,F,Retired,Married,PhD,105000,Suburban,Honda,4,2,7000,2,4,3,2,Low,1150
RBJCA,37,M,Manager,Widowed,Master,100000,Urban,BMW,4,2,5000,2,1,2,7,Low,1150
KZJEX,30,M,Lawyer,Married,PhD,40000,Suburban,Honda,14,3.5,5000,3,1,2,20,Medium,1150
WMUMY,67,M,Manager,Divorced,Master,95000,Suburban,Tesla,8,3,12000,0,1,1,5,Medium,850
DXPAI,20,M,Architect,Divorced,,45000,Rural,Tesla,13,3.5,18000,2,3,2,31,High,1350
YLLES,69,F,Artist,Single,,140000,Rural,Audi,13,1.5,18000,2,1,0,2,Medium,1000
VSTOR,69,F,Manager,Married,PhD,80000,Suburban,Toyota,9,2.5,11000,2,4,3,23,Medium,1150
DMSFZ,57,M,Retired,Divorced,,90000,Rural,Ford,2,1.5,14000,2,0,3,16,Medium,950
TGTZV,63,M,Architect,Single,,110000,Urban,BMW,11,3,7000,1,2,3,29,Medium,1150
ADHTH,62,M,Teacher,Widowed,PhD,70000,Urban,Ford,8,3,17000,2,3,1,11,High,1150
VBYHK,58,F,Student,Married,,60000,Urban,Mercedes,12,3.5,19000,2,0,0,5,High,800
HNMQQ,69,F,Artist,Married,Master,50000,Suburban,Ford,12,1.5,6000,1,4,3,18,Medium,1150
EYHKR,26,M,Teacher,Divorced,PhD,55000,Suburban,Mercedes,13,3,11000,3,4,2,11,Medium,1150
ZAJIZ,51,F,Architect,Divorced,PhD,90000,Suburban,Chevrolet,3,2.5,13000,3,1,2,28,Medium,1150
WGKXM,26,M,Engineer,Divorced,Bachelor,85000,Suburban,Audi,1,3,14000,3,3,2,14,Medium,1150
KMOHY,27,M,Lawyer,Married,Master,65000,Suburban,Mercedes,8,2,5000,1,2,2,14,Medium,1150
DRGOU,41,M,Engineer,Divorced,,130000,Suburban,Toyota,1,3,13000,0,3,2,10,Low,850
QDUUS,26,F,Student,Single,,100000,Urban,Nissan,2,3.5,5000,0,3,1,17,Low,850
AJXHD,27,M,Artist,Married,PhD,115000,Rural,Audi,14,2.5,12000,0,3,2,32,Medium,850
WGNTI,60,F,Engineer,Divorced,,130000,Urban,Toyota,4,2,10000,2,1,1,33,Low,1150
ICCMG,18,F,Doctor,Widowed,,45000,Urban,Toyota,8,4,11000,1,3,1,15,High,1350
VNQUU,30,M,Architect,Divorced,PhD,25000,Urban,Ford,13,3.5,7000,2,1,1,22,Medium,1250
QPGQK,44,F,Artist,Married,PhD,95000,Suburban,Ford,10,3.5,19000,0,1,3,36,Medium,850
YQZZQ,69,F,Retired,Widowed,,85000,Suburban,Chevrolet,10,2,7000,0,3,1,3,Medium,850
BTTDA,44,M,Manager,Divorced,Master,115000,Suburban,Mercedes,7,2,17000,2,0,3,37,Medium,950
MUZGG,52,F,Retired,Divorced,,60000,Urban,Toyota,6,4,14000,1,3,0,33,Medium,1000
DZWEW,26,M,Lawyer,Widowed,PhD,90000,Rural,Nissan,13,3,13000,1,4,0,21,Medium,1000
CVVQG,30,M,Manager,Married,Bachelor,125000,Urban,Chevrolet,7,2,7000,1,0,0,24,Low,800
LYVKY,65,M,Retired,Single,PhD,30000,Suburban,Mercedes,10,2.5,15000,2,2,1,12,Medium,1150
VWAOS,58,M,Teacher,Single,Bachelor,50000,Urban,Nissan,6,2,9000,3,2,3,11,High,1150
NMSQY,28,F,Lawyer,Single,,20000,Urban,Ford,8,4,14000,1,2,2,13,High,1250
TRFHO,22,F,Retired,Widowed,,135000,Suburban,Chevrolet,4,2,11000,0,3,1,7,Low,1050
QYLTH,67,M,Engineer,Widowed,,145000,Suburban,Tesla,12,2,14000,2,0,1,14,Medium,950
DVSZW,58,F,Lawyer,Widowed,,100000,Urban,Nissan,3,2.5,10000,1,2,0,31,Low,1000
IUDVK,24,F,Doctor,Single,PhD,75000,Rural,Honda,9,2,10000,2,3,1,14,Medium,1350
ZZMEG,52,F,Retired,Single,PhD,30000,Urban,Tesla,12,4,11000,3,1,0,3,High,1000
LAEML,44,M,Teacher,Divorced,PhD,105000,Suburban,Toyota,3,2,7000,0,4,3,16,Low,850
ICMSB,46,M,Architect,Married,Bachelor,145000,Suburban,Ford,6,3,12000,0,2,1,8,Low,850
AAJSJ,30,M,Lawyer,Widowed,,105000,Rural,Mercedes,6,3,15000,0,0,0,9,Low,500
YTSAI,42,M,Architect,Divorced,PhD,135000,Suburban,Toyota,13,2.5,6000,3,4,3,5,Medium,1150
TJWJI,43,M,Retired,Widowed,Bachelor,65000,Suburban,Toyota,13,1.5,8000,1,4,1,15,Medium,1150
AUZFV,59,F,Lawyer,Widowed,,85000,Rural,Toyota,4,4,19000,2,4,0,37,Medium,1000
CCIXM,23,F,Artist,Single,Bachelor,80000,Suburban,Mercedes,12,3.5,5000,3,4,2,28,Medium,1350
MXQWK,32,M,Student,Single,Master,145000,Rural,Tesla,7,4,13000,0,4,2,9,Low,850
TVZNW,53,F,Artist,Divorced,Master,95000,Rural,Honda,3,3.5,15000,2,0,0,25,Medium,800
DHKJO,24,M,Doctor,Single,Master,70000,Urban,BMW,4,3.5,11000,3,2,2,14,Medium,1350
ALQEX,49,F,Retired,Divorced,,135000,Suburban,Honda,3,2.5,18000,1,1,3,23,Medium,1150
MZNVP,54,F,Lawyer,Married,Bachelor,135000,Rural,Audi,11,2,13000,3,3,3,35,Medium,1150
IYYYC,67,F,Lawyer,Widowed,Master,100000,Suburban,BMW,2,3,12000,1,1,0,1,Medium,1000
TCDXP,68,M,Retired,Divorced,,60000,Suburban,Audi,7,3,14000,0,2,1,30,Medium,850
VZPRE,67,M,Lawyer,Widowed,PhD,45000,Urban,Nissan,11,2,9000,2,1,1,24,Medium,1150
YRWDI,56,F,Architect,Single,Bachelor,120000,Urban,Chevrolet,2,3.5,12000,2,4,3,17,High,1150
WZRFH,24,M,Engineer,Single,PhD,30000,Rural,BMW,1,1.5,15000,2,1,0,7,Low,1200
LMRDX,40,M,Lawyer,Widowed,PhD,35000,Urban,Ford,6,3,11000,1,0,1,21,High,950
FDZJM,46,F,Manager,Single,,130000,Suburban,BMW,8,4,19000,3,3,2,21,Medium,1150
ILYGP,36,F,Student,Single,Master,65000,Urban,BMW,4,2,13000,2,0,3,13,High,950
UTUHT,68,M,Doctor,Married,Bachelor,120000,Suburban,Honda,13,3.5,17000,3,4,2,23,High,1150
OGTZG,36,F,Retired,Widowed,PhD,120000,Rural,Audi,6,4,8000,3,1,2,13,Medium,1150
MMCDP,24,F,Doctor,Single,Bachelor,30000,Rural,BMW,7,2,6000,1,2,0,8,Medium,1200
LCPXE,39,F,Doctor,Married,Master,145000,Suburban,Audi,11,3.5,18000,1,4,1,33,Medium,1150
JMVNJ,33,M,Artist,Married,Master,90000,Suburban,Ford,2,2.5,8000,2,3,3,16,Low,1150
XSQXK,55,M,Retired,Single,,105000,Rural,Audi,7,3.5,18000,2,4,2,14,Medium,1150
TDUDD,18,M,Architect,Married,Bachelor,40000,Urban,Toyota,6,1.5,5000,0,3,2,9,High,1050
ZFMLL,64,M,Architect,Single,Bachelor,105000,Urban,Toyota,7,4,18000,0,0,3,39,Medium,650
OCXFZ,53,F,Engineer,Single,,90000,Urban,Ford,1,2.5,5000,2,2,2,6,Low,1150
PPSFB,67,F,Engineer,Single,PhD,125000,Urban,Mercedes,6,3,8000,3,0,2,18,Medium,950
DQMFG,25,F,Manager,Single,PhD,70000,Suburban,Ford,4,3.5,14000,1,0,0,14,Low,800
ETTOL,39,F,Teacher,Married,,125000,Urban,Chevrolet,10,1.5,17000,0,0,0,29,Low,500
KLWCN,19,M,Manager,Divorced,Bachelor,80000,Suburban,Tesla,3,2,5000,3,4,2,33,Medium,1350
IZJQK,55,F,Manager,Widowed,PhD,60000,Suburban,BMW,4,4,8000,0,3,0,20,Medium,700
JPSZN,34,F,Lawyer,Divorced,Master,120000,Suburban,Honda,1,3,13000,2,4,0,1,Medium,1000
JZTPY,52,M,Teacher,Widowed,,140000,Urban,BMW,5,3.5,16000,1,3,3,31,Medium,1150
QYPSS,29,M,Doctor,Widowed,PhD,25000,Rural,Chevrolet,7,4,15000,0,1,0,23,Medium,800
QUZED,31,F,Retired,Widowed,PhD,105000,Suburban,Audi,8,3,17000,0,3,0,16,Medium,700
BSIUQ,35,M,Doctor,Married,PhD,135000,Rural,Nissan,4,3.5,18000,0,3,3,12,Low,850
CSXLA,61,M,Student,Widowed,,95000,Rural,Mercedes,4,3,6000,3,3,1,37,Medium,1150
RUHDP,46,F,Retired,Married,,75000,Rural,Chevrolet,13,2,19000,3,4,2,30,Medium,1150
XLOID,67,M,Engineer,Single,Master,90000,Urban,BMW,1,3.5,11000,3,4,2,4,Medium,1150
YOBWS,58,M,Architect,Married,Master,80000,Suburban,Audi,4,2.5,9000,3,2,1,21,Medium,1150
ZIGAK,57,F,Doctor,Single,Master,45000,Urban,Chevrolet,6,3.5,15000,3,0,3,35,High,950
KFDTT,23,M,Engineer,Divorced,,35000,Urban,Tesla,7,2,7000,1,2,2,34,Low,1350
BXCUO,25,F,Engineer,Single,Bachelor,145000,Rural,Ford,1,3,19000,2,2,3,1,High,1150
IGPVQ,53,F,Retired,Divorced,Bachelor,35000,Suburban,BMW,13,1.5,16000,0,4,0,36,Medium,700
TKJGF,64,M,Doctor,Married,Master,120000,Urban,Nissan,9,1.5,10000,3,3,0,28,Low,1000
KWMRW,27,M,Doctor,Married,PhD,25000,Urban,Tesla,6,2.5,11000,3,3,2,9,Medium,1250
YNVRH,33,F,Manager,Widowed,Bachelor,20000,Urban,Chevrolet,11,3.5,9000,2,2,0,14,Medium,1100
MZTVU,40,F,Retired,Widowed,,145000,Urban,Toyota,11,3.5,18000,1,0,1,27,High,950
YTWFV,33,M,Lawyer,Single,,70000,Rural,Ford,10,2,18000,2,3,1,15,Medium,1150
DQUAP,21,F,Lawyer,Widowed,Master,100000,Urban,Audi,14,3,10000,0,4,1,9,High,1050
HLTDE,19,F,Retired,Divorced,Bachelor,115000,Urban,Toyota,10,2.5,18000,1,2,1,2,High,1350
ZBJYY,67,F,Manager,Married,Master,25000,Urban,Mercedes,14,4,8000,2,1,0,15,High,1100
AREBG,65,M,Student,Divorced,,70000,Rural,BMW,5,3,18000,1,2,2,21,Medium,1150
SCDBL,38,M,Doctor,Single,,80000,Rural,Chevrolet,13,3.5,18000,3,3,2,7,High,1150
LKGJL,53,F,Lawyer,Single,PhD,125000,Urban,Mercedes,10,1.5,5000,1,0,0,34,Low,800
YAOED,64,M,Artist,Divorced,Bachelor,30000,Suburban,Nissan,3,3,16000,3,3,1,17,Medium,1150
OLHGN,35,F,Artist,Married,Master,45000,Urban,Toyota,1,3,10000,3,0,3,32,Low,950
KUPHF,26,M,Engineer,Divorced,PhD,90000,Rural,Nissan,12,3,6000,3,3,1,13,Medium,1150
MISVZ,53,F,Architect,Divorced,Bachelor,75000,Rural,Mercedes,13,2,7000,3,1,3,31,Medium,1150
OJIKX,30,M,Artist,Divorced,,95000,Rural,Tesla,7,2.5,18000,3,4,2,12,Medium,1150
TYZRG,48,M,Lawyer,Divorced,Bachelor,70000,Suburban,Toyota,4,2.5,10000,3,1,1,3,Medium,1150
HLJZJ,63,F,Doctor,Divorced,,110000,Urban,Audi,3,3,15000,1,4,0,13,Medium,1000
FSGCM,35,M,Doctor,Widowed,,85000,Rural,BMW,4,1.5,11000,2,0,2,14,Low,950
SVFHU,52,M,Artist,Widowed,PhD,135000,Suburban,Audi,10,3,9000,1,3,0,5,Medium,1000
OKHFN,30,M,Student,Single,Bachelor,65000,Urban,Audi,3,3,16000,0,3,0,14,Low,700
AJJWC,41,M,Architect,Divorced,Master,35000,Suburban,Honda,7,2,6000,2,3,2,31,Medium,1150
OVAAJ,29,F,Manager,Married,Master,100000,Urban,Chevrolet,3,1.5,11000,3,0,1,36,Low,950
FUVXF,19,M,Retired,Divorced,PhD,85000,Urban,Tesla,4,3,12000,2,3,3,5,High,1350
TDLPL,36,M,Manager,Divorced,PhD,20000,Urban,Chevrolet,14,3,17000,3,1,2,4,High,1250
ELXRJ,30,F,Retired,Divorced,,125000,Rural,Chevrolet,9,2.5,9000,1,3,0,7,Low,1000
NRYRT,42,F,Architect,Single,,30000,Rural,Audi,5,2.5,11000,1,0,1,20,Medium,950
PZGDQ,49,F,Doctor,Widowed,Bachelor,75000,Suburban,BMW,14,4,12000,0,4,3,23,Medium,850
OPMYQ,35,F,Architect,Widowed,PhD,125000,Urban,Nissan,6,2,19000,3,4,0,8,Medium,1000
AZVWO,54,F,Retired,Divorced,PhD,90000,Urban,Honda,13,4,8000,0,1,0,5,High,700
QGKIU,24,F,Student,Single,Bachelor,25000,Suburban,Audi,9,2,7000,3,4,0,13,Medium,1300
UWEJL,39,F,Engineer,Married,,105000,Suburban,Tesla,2,2,10000,0,0,3,4,Low,650
OSTVL,60,M,Teacher,Single,Bachelor,135000,Suburban,Toyota,9,4,9000,2,1,1,26,Medium,1150
FXCND,59,F,Student,Divorced,PhD,80000,Suburban,Audi,11,3.5,13000,1,3,3,18,Medium,1150
JEOOS,46,M,Teacher,Single,PhD,30000,Suburban,Nissan,8,3,6000,0,1,0,5,Medium,700
YJYQZ,29,M,Retired,Divorced,Master,125000,Suburban,Chevrolet,14,3.5,11000,2,2,0,10,Medium,1000
DGJIT,50,M,Engineer,Divorced,Master,70000,Urban,Honda,11,1.5,13000,3,4,2,27,High,1150
BYDGP,34,M,Retired,Single,,20000,Rural,Ford,2,4,15000,1,3,2,26,Medium,1250
PMGDZ,58,F,Student,Widowed,,70000,Rural,BMW,5,3,9000,2,4,0,33,Medium,1000
DQHYJ,26,F,Architect,Single,Bachelor,90000,Rural,BMW,2,3,12000,1,0,3,24,Low,950
ABFFB,60,M,Artist,Single,Master,140000,Suburban,Tesla,12,3,10000,2,0,0,37,Medium,800
ATFMW,27,M,Retired,Married,PhD,55000,Suburban,Chevrolet,6,3,14000,1,3,0,1,Medium,1000
VYCQP,41,F,Student,Single,Bachelor,35000,Rural,Tesla,5,4,8000,0,2,0,10,Medium,700
TGMQP,38,F,Doctor,Widowed,,85000,Rural,Nissan,9,2.5,17000,2,1,0,22,Medium,1000
LOBSE,37,M,Manager,Widowed,Bachelor,145000,Rural,Ford,4,4,7000,2,1,3,29,Medium,1150
ZFVLQ,50,M,Architect,Divorced,Master,50000,Urban,Toyota,2,2,5000,3,0,2,29,Low,950
JDGFG,33,M,Lawyer,Married,Master,90000,Suburban,Nissan,1,3.5,18000,1,2,0,19,Medium,1000
YAWNA,34,M,Engineer,Single,PhD,25000,Rural,Toyota,5,1.5,5000,2,2,3,30,Low,1250
ZJZVY,55,F,Doctor,Widowed,Bachelor,85000,Urban,Audi,7,1.5,16000,0,3,1,38,Medium,850
WOOJF,53,F,Artist,Single,Master,80000,Urban,BMW,13,3.5,12000,2,2,0,17,High,1000
GFESL,32,M,Retired,Widowed,,140000,Urban,Audi,14,3,10000,1,0,1,6,High,950
FFCLQ,19,F,Lawyer,Married,Master,90000,Urban,Chevrolet,8,4,8000,3,3,0,16,Medium,1200
AZNOQ,54,F,Student,Widowed,Bachelor,125000,Urban,Honda,13,2.5,8000,2,1,2,6,Medium,1150
PKDZU,23,M,Lawyer,Divorced,Master,25000,Suburban,Tesla,1,2,17000,0,1,2,32,Low,1150
UYDZS,36,M,Artist,Widowed,Master,110000,Rural,Toyota,5,4,7000,2,4,0,4,Medium,1000
KLOIR,20,M,Student,Divorced,Bachelor,125000,Urban,Ford,1,2,7000,3,3,3,17,Low,1350
HCHJN,68,F,Doctor,Single,Bachelor,110000,Urban,BMW,3,1.5,11000,0,2,0,23,Low,700
CESZI,43,F,Teacher,Single,PhD,20000,Urban,Ford,6,4,10000,1,2,3,3,High,1250
IHQTJ,51,F,Lawyer,Widowed,PhD,140000,Suburban,Honda,5,2.5,6000,2,0,0,2,Medium,800
FDHWO,41,F,Retired,Single,PhD,130000,Suburban,Toyota,2,2,7000,3,4,2,14,Medium,1150
GWWAO,38,F,Doctor,Widowed,PhD,60000,Urban,BMW,7,4,15000,3,4,1,14,High,1150
WLHOP,50,M,Artist,Divorced,Master,140000,Rural,Toyota,9,2.5,17000,2,0,2,38,Medium,950
AWRBI,25,F,Architect,Divorced,Bachelor,110000,Urban,Audi,4,4,14000,3,2,3,28,Medium,1150
XFWID,29,F,Student,Divorced,Master,75000,Suburban,Ford,12,3,6000,0,0,1,14,Low,650
ZVERC,64,M,Manager,Married,Bachelor,60000,Suburban,Nissan,2,3,8000,1,3,2,23,Medium,1150
BNWCH,52,F,Engineer,Single,Master,100000,Rural,Honda,5,3,7000,2,4,3,1,Medium,1150
BHTVL,64,F,Lawyer,Divorced,Master,25000,Urban,Toyota,4,3,19000,2,0,0,25,Medium,900
JEQHI,20,F,Teacher,Single,Master,85000,Suburban,Chevrolet,12,4,14000,3,4,0,6,Medium,1200
ESTSG,18,F,Teacher,Widowed,,60000,Urban,Audi,10,3.5,13000,3,4,1,36,Medium,1350
FREPH,62,M,Engineer,Divorced,,25000,Rural,BMW,14,1.5,16000,1,4,2,26,Medium,1250
RVVBO,27,M,Retired,Divorced,Bachelor,55000,Suburban,Mercedes,3,2.5,16000,1,3,3,32,Medium,1150
MNEXW,32,M,Retired,Widowed,Bachelor,90000,Urban,Chevrolet,11,2.5,9000,0,0,2,12,High,650
RMFTI,61,M,Teacher,Divorced,Master,115000,Rural,Ford,1,3,8000,2,0,0,33,Low,800
RDQLI,36,F,Architect,Married,PhD,110000,Urban,Ford,10,1.5,19000,0,2,3,35,Low,850
FXYYZ,23,M,Teacher,Married,Bachelor,60000,Urban,Ford,14,1.5,8000,0,1,2,28,Low,1050
VPPHO,64,F,Manager,Single,,40000,Suburban,Ford,14,2,11000,0,1,0,38,Medium,700
TBDOK,63,M,Artist,Divorced,Bachelor,80000,Urban,Nissan,6,4,5000,3,2,2,27,High,1150
ABWUV,28,F,Retired,Single,PhD,90000,Urban,Toyota,6,4,8000,1,0,0,31,Low,800
WRYCU,63,M,Architect,Divorced,Bachelor,55000,Urban,Nissan,10,1.5,8000,3,0,3,3,Medium,950
AMXDC,37,F,Teacher,Widowed,PhD,80000,Urban,Chevrolet,5,3,17000,1,4,1,16,High,1150
TRUDS,31,M,Doctor,Married,Master,55000,Rural,Nissan,13,4,15000,3,3,0,19,Medium,1000
UXHQK,43,F,Retired,Widowed,Master,115000,Suburban,Audi,7,3,15000,1,4,3,22,Medium,1150
YFBUN,30,M,Architect,Married,Bachelor,130000,Suburban,Audi,3,1.5,15000,0,3,3,6,Low,850
XWIEM,51,F,Student,Divorced,Bachelor,140000,Suburban,Chevrolet,12,2,5000,2,2,3,39,Medium,1150
IQNBK,32,F,Engineer,Single,Master,65000,Suburban,Ford,8,2,10000,1,3,0,7,Medium,1000
GFPTL,56,M,Doctor,Divorced,,75000,Rural,Mercedes,6,3.5,7000,0,1,2,19,Medium,850
KCURA,65,F,Architect,Single,,115000,Rural,Audi,7,3,7000,0,0,3,5,Medium,650
KAUES,60,M,Artist,Divorced,Master,55000,Rural,Tesla,14,2,10000,2,0,3,25,Medium,950
XTAYJ,32,F,Engineer,Single,Master,70000,Suburban,BMW,14,4,13000,1,4,3,31,Medium,1150
VANVN,68,F,Artist,Widowed,Master,115000,Urban,Chevrolet,9,4,12000,3,4,3,3,High,1150
UXFUP,41,F,Manager,Widowed,,85000,Urban,Nissan,13,3.5,7000,1,2,0,17,Medium,1000
UBYJQ,57,F,Lawyer,Married,PhD,130000,Suburban,Nissan,14,4,13000,2,1,1,12,Medium,1150
HEVAT,45,M,Manager,Single,PhD,60000,Rural,BMW,8,3,12000,0,1,3,8,Medium,850
YXNQI,33,M,Manager,Widowed,PhD,135000,Urban,Nissan,1,2,17000,0,3,1,21,Low,850
OQSXJ,66,M,Architect,Widowed,Master,95000,Urban,Chevrolet,2,3,11000,0,1,0,33,Medium,700
MGKJP,32,M,Retired,Single,,65000,Urban,Tesla,5,3.5,10000,1,0,1,38,Low,950
FYFAD,43,M,Artist,Single,Master,35000,Urban,Mercedes,8,1.5,7000,0,1,1,37,Medium,850
PFCZX,27,M,Artist,Divorced,Bachelor,100000,Urban,Ford,8,2,10000,0,0,1,18,Low,650
LTMQM,54,M,Engineer,Married,Bachelor,120000,Urban,Audi,12,4,15000,1,0,3,9,Medium,950
OVBUH,63,M,Retired,Widowed,Master,140000,Suburban,Ford,14,2.5,18000,0,4,1,5,High,850
CSKGU,37,M,Lawyer,Widowed,Master,105000,Rural,Nissan,14,4,9000,2,3,3,28,Medium,1150
ZIMPC,19,M,Doctor,Divorced,,80000,Rural,Honda,8,1.5,16000,3,0,3,5,Medium,1150
IXEHY,26,F,Manager,Divorced,Master,60000,Rural,Nissan,12,2,5000,2,0,3,14,Medium,950
ZNBZC,61,F,Manager,Divorced,,70000,Rural,Audi,1,3,19000,3,0,2,10,Medium,950
IAGBK,29,F,Student,Divorced,,25000,Suburban,Ford,5,4,13000,3,0,1,39,Medium,1050
JOVWI,22,M,Doctor,Widowed,,125000,Rural,Chevrolet,10,3.5,15000,1,3,0,36,Low,1200
NGHEG,52,M,Manager,Divorced,Master,20000,Rural,Tesla,1,2.5,16000,3,4,2,31,Low,1250
ATAYO,40,F,Teacher,Divorced,Bachelor,85000,Rural,Chevrolet,6,2.5,17000,2,3,0,38,Medium,1000
SBQQO,30,F,Architect,Widowed,Bachelor,80000,Urban,Honda,1,3.5,14000,0,3,0,11,Low,700
IJPWN,41,F,Retired,Divorced,,75000,Urban,BMW,8,3.5,19000,1,2,1,19,High,1150
GSJQQ,63,M,Teacher,Married,PhD,140000,Rural,Nissan,3,3.5,16000,3,3,2,1,Medium,1150
RPEEY,64,F,Lawyer,Single,Bachelor,125000,Urban,Audi,5,2,6000,1,0,1,31,Low,950
AFVFX,52,M,Doctor,Divorced,PhD,60000,Suburban,Toyota,2,3.5,16000,0,1,3,33,Low,850
RFPKG,60,F,Student,Widowed,PhD,45000,Urban,Toyota,1,3.5,17000,0,3,0,2,High,700
AEALK,21,F,Engineer,Married,Master,115000,Rural,BMW,13,2,14000,3,3,0,29,Medium,1200
QBLJK,30,M,Manager,Single,Bachelor,110000,Urban,Mercedes,8,4,6000,0,3,3,21,High,850
