age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
49,F,Manager,Married,Bachelor,80000,Rural,Nissan,1,1.5,6000,2,3,1,26,High
58,F,Lawyer,Widowed,Master,110000,Rural,Chevrolet,9,3.5,13000,1,0,1,21,Medium
68,F,Architect,Married,PhD,80000,Urban,Honda,4,1.5,10000,3,1,1,6,High
40,M,Engineer,Married,PhD,25000,Suburban,BMW,9,2.5,17000,1,3,1,28,High
69,F,Doctor,Widowed,None,70000,Urban,Tesla,12,3.5,15000,3,2,1,25,High
61,F,Student,Divorced,Master,115000,Rural,Audi,11,2.5,7000,2,0,1,1,High
18,F,Architect,Divorced,PhD,45000,Rural,BMW,5,1.5,16000,1,2,2,32,High
28,M,Retired,Divorced,None,105000,Suburban,Chevrolet,2,2.5,13000,1,2,3,5,High
37,M,Architect,Single,PhD,135000,Suburban,Audi,13,2.0,14000,3,2,1,26,High
60,M,Manager,Divorced,Master,145000,Urban,Ford,1,4.0,8000,0,2,3,35,High
62,M,Engineer,Married,None,115000,Suburban,BMW,3,3.5,6000,0,3,0,18,High
30,F,Artist,Single,Bachelor,35000,Suburban,Ford,10,3.5,14000,3,4,2,34,High
68,M,Student,Divorced,None,85000,Suburban,Audi,14,4.0,7000,0,4,3,24,High
52,M,Architect,Widowed,Bachelor,75000,Urban,BMW,11,1.5,14000,1,1,3,5,High
22,F,Architect,Married,Bachelor,65000,Urban,Ford,11,2.5,5000,3,0,2,32,High
61,F,Artist,Divorced,PhD,95000,Suburban,Toyota,8,2.5,18000,1,1,1,11,High
28,M,Architect,Divorced,Bachelor,70000,Rural,Chevrolet,11,3.0,12000,2,4,1,5,High
48,F,Engineer,Single,Bachelor,40000,Suburban,Honda,10,3.5,13000,1,4,1,1,High
47,F,Teacher,Divorced,PhD,50000,Rural,Ford,14,4.0,14000,1,1,1,17,High
38,F,Engineer,Married,Master,20000,Rural,Chevrolet,2,2.0,12000,1,2,3,11,High
42,F,Manager,Widowed,None,95000,Rural,Audi,3,2.5,11000,0,2,1,19,Medium
26,F,Teacher,Married,PhD,130000,Rural,Tesla,7,2.0,12000,0,4,3,17,High
52,M,Doctor,Single,Master,95000,Suburban,BMW,3,3.5,17000,1,4,1,32,High
19,F,Retired,Single,PhD,25000,Urban,Nissan,11,1.5,5000,1,0,3,37,High
58,F,Student,Divorced,Bachelor,35000,Urban,Ford,6,4.0,9000,1,0,3,16,High
18,M,Artist,Divorced,None,85000,Suburban,Honda,8,3.0,8000,0,0,2,4,High
64,F,Teacher,Widowed,Bachelor,100000,Suburban,BMW,5,4.0,5000,0,2,0,25,Low
54,M,Doctor,Divorced,PhD,20000,Rural,Honda,11,3.0,19000,0,1,2,1,High
40,F,Engineer,Single,PhD,85000,Urban,Tesla,3,2.0,11000,0,4,3,24,High
52,M,Manager,Single,PhD,140000,Urban,Chevrolet,5,3.5,8000,1,2,3,1,High
38,M,Retired,Widowed,Bachelor,55000,Urban,Chevrolet,7,3.0,7000,1,1,2,14,High
23,F,Doctor,Married,Bachelor,50000,Rural,Mercedes,12,4.0,10000,2,2,1,3,High
34,F,Engineer,Widowed,Bachelor,145000,Urban,Mercedes,9,4.0,15000,1,3,2,10,High
38,F,Engineer,Divorced,PhD,95000,Urban,Ford,8,3.5,17000,3,4,0,27,High
36,F,Teacher,Widowed,Master,135000,Urban,BMW,5,4.0,12000,1,4,1,29,High
52,F,Student,Widowed,Master,110000,Suburban,Audi,8,2.5,14000,3,1,3,27,High
56,M,Manager,Single,Bachelor,125000,Rural,Chevrolet,4,1.5,7000,3,4,3,34,High
41,F,Teacher,Single,None,130000,Suburban,Chevrolet,13,4.0,6000,1,0,2,2,High
63,M,Student,Married,Bachelor,120000,Urban,Mercedes,9,1.5,16000,2,3,1,19,High
60,M,Retired,Married,Bachelor,80000,Urban,Toyota,4,2.0,16000,0,1,0,2,Low
20,M,Architect,Married,Bachelor,105000,Rural,Honda,13,2.5,15000,3,4,3,16,High
27,F,Doctor,Single,None,60000,Urban,Ford,8,4.0,7000,1,2,0,27,Low
42,M,Student,Widowed,PhD,35000,Urban,Tesla,4,3.0,10000,1,3,1,10,High
61,M,Engineer,Divorced,None,45000,Urban,Audi,13,1.5,12000,0,1,1,23,High
35,M,Architect,Divorced,None,85000,Suburban,Mercedes,6,4.0,13000,3,1,2,27,High
26,M,Lawyer,Single,Master,25000,Urban,Toyota,1,2.0,13000,1,3,0,8,High
58,M,Artist,Widowed,None,95000,Urban,Ford,8,3.5,11000,2,2,2,25,High
69,M,Artist,Single,None,95000,Rural,Nissan,12,2.5,15000,0,2,1,4,High
57,F,Artist,Widowed,Master,90000,Suburban,Honda,12,2.5,9000,3,1,3,26,High
66,F,Engineer,Single,None,105000,Suburban,Tesla,4,2.5,8000,0,1,1,14,Medium
45,F,Retired,Single,PhD,140000,Suburban,Toyota,10,4.0,8000,0,3,1,4,High
51,F,Lawyer,Widowed,Bachelor,115000,Rural,Audi,5,2.0,13000,1,1,2,33,High
34,F,Manager,Divorced,Master,105000,Suburban,Mercedes,3,2.0,13000,3,0,3,20,High
57,M,Retired,Widowed,None,95000,Suburban,BMW,6,2.0,13000,1,3,2,22,High
67,F,Manager,Single,None,20000,Rural,Ford,14,3.5,11000,2,4,1,13,High
65,F,Teacher,Divorced,Master,125000,Suburban,Toyota,11,3.0,7000,3,3,3,7,High
65,F,Artist,Divorced,Bachelor,55000,Suburban,Audi,1,2.5,15000,1,0,3,39,High
22,F,Architect,Divorced,PhD,95000,Suburban,BMW,12,3.5,13000,1,0,3,12,High
68,F,Teacher,Single,Bachelor,55000,Urban,BMW,12,3.0,15000,1,3,1,39,High
33,F,Artist,Married,Master,20000,Urban,Chevrolet,12,3.0,6000,3,1,3,14,High
18,M,Engineer,Single,Bachelor,140000,Urban,Tesla,7,1.5,12000,0,2,2,16,High
64,F,Engineer,Single,Master,100000,Rural,Honda,13,1.5,5000,2,4,1,35,High
30,F,Student,Single,Master,80000,Rural,Honda,6,2.5,12000,0,4,2,22,High
43,F,Artist,Divorced,Bachelor,100000,Urban,Honda,7,2.5,11000,2,3,3,24,High
49,F,Engineer,Single,None,80000,Suburban,BMW,5,2.5,11000,2,2,0,35,Medium
48,F,Retired,Single,PhD,65000,Rural,Mercedes,4,2.0,8000,3,1,2,3,High
29,M,Artist,Widowed,Bachelor,70000,Urban,Ford,5,2.5,19000,3,2,2,11,High
50,M,Manager,Married,None,70000,Urban,Chevrolet,11,2.0,5000,3,2,1,35,Medium
54,M,Manager,Married,Bachelor,50000,Urban,BMW,12,1.5,11000,0,3,1,39,High
59,F,Artist,Widowed,Master,20000,Suburban,BMW,6,3.5,5000,2,4,1,19,High
42,F,Doctor,Divorced,PhD,85000,Rural,Tesla,10,4.0,13000,1,0,0,18,Medium
23,M,Lawyer,Divorced,Master,95000,Suburban,Toyota,13,2.5,13000,1,0,2,4,High
66,F,Manager,Married,None,25000,Urban,Toyota,3,1.5,10000,3,4,2,35,High
31,F,Engineer,Single,Master,35000,Suburban,Ford,14,2.5,10000,1,2,3,2,High
66,M,Retired,Divorced,Master,105000,Suburban,Ford,4,4.0,10000,2,4,3,32,High
69,M,Student,Married,Master,30000,Urban,Ford,1,2.0,17000,3,1,0,22,High
34,M,Retired,Married,Bachelor,140000,Urban,Toyota,7,3.0,18000,0,1,3,21,High
35,M,Doctor,Divorced,PhD,50000,Rural,Toyota,6,1.5,16000,1,3,1,37,High
26,F,Manager,Single,PhD,25000,Urban,BMW,10,4.0,18000,1,0,1,32,High
33,F,Engineer,Divorced,Master,90000,Rural,Chevrolet,4,2.0,18000,2,1,0,38,High
30,F,Manager,Divorced,PhD,65000,Rural,Mercedes,13,3.5,5000,2,0,1,8,High
38,F,Architect,Divorced,Master,20000,Suburban,Honda,5,4.0,15000,0,3,3,13,High
45,F,Retired,Married,PhD,145000,Urban,Chevrolet,7,4.0,16000,2,0,3,26,High
44,F,Doctor,Married,Master,140000,Urban,Ford,5,3.5,6000,3,1,1,22,Medium
38,F,Manager,Married,Bachelor,80000,Urban,Ford,1,3.5,11000,0,4,2,31,High
33,F,Teacher,Divorced,PhD,70000,Suburban,Ford,13,2.5,16000,3,1,2,21,High
47,M,Lawyer,Single,Bachelor,95000,Rural,BMW,4,3.0,9000,0,1,1,21,Medium
36,M,Lawyer,Single,Master,125000,Rural,Audi,2,3.0,7000,2,3,2,5,High
54,F,Teacher,Single,Master,60000,Rural,BMW,2,3.0,18000,0,2,0,1,High
24,F,Lawyer,Married,None,25000,Urban,Chevrolet,3,2.0,12000,1,3,2,34,High
26,F,Engineer,Single,Master,140000,Urban,Mercedes,1,1.5,5000,0,1,2,11,High
36,M,Student,Divorced,Master,55000,Rural,Ford,8,3.5,5000,1,1,2,16,High
69,F,Artist,Divorced,Master,30000,Urban,Ford,3,3.0,18000,2,4,0,14,High
53,F,Teacher,Divorced,Master,50000,Rural,BMW,8,2.0,9000,3,4,2,3,High
64,M,Engineer,Divorced,PhD,40000,Suburban,Toyota,12,3.5,18000,3,3,0,11,High
67,F,Lawyer,Married,Master,95000,Rural,Ford,13,3.0,16000,1,3,2,21,High
50,M,Retired,Married,Master,110000,Suburban,Tesla,6,1.5,6000,3,4,2,33,High
59,M,Lawyer,Divorced,Bachelor,120000,Rural,Chevrolet,3,3.5,7000,0,3,3,35,High
53,F,Architect,Divorced,None,40000,Urban,BMW,2,3.5,16000,0,4,3,26,High
62,M,Manager,Married,None,25000,Rural,Toyota,11,3.0,8000,3,4,2,12,High
39,F,Doctor,Widowed,Bachelor,70000,Urban,Audi,4,3.5,10000,3,3,1,38,High
32,F,Manager,Single,Master,130000,Rural,Toyota,9,4.0,17000,3,2,2,28,High
68,F,Student,Widowed,Master,60000,Urban,Chevrolet,12,3.5,10000,1,4,2,13,High
61,F,Teacher,Single,PhD,135000,Suburban,Audi,11,2.0,15000,1,4,3,32,High
26,M,Student,Single,Master,135000,Urban,Mercedes,10,4.0,6000,0,4,0,25,High
24,M,Doctor,Widowed,Master,25000,Urban,Toyota,10,3.0,15000,0,3,2,31,High
39,F,Artist,Divorced,None,75000,Rural,Honda,2,1.5,14000,0,4,3,6,High
27,F,Student,Divorced,None,65000,Rural,Nissan,4,3.5,14000,0,1,0,16,Low
46,F,Retired,Widowed,PhD,35000,Suburban,Mercedes,4,2.0,18000,0,2,2,14,High
52,M,Lawyer,Widowed,None,50000,Suburban,Toyota,11,3.0,6000,2,0,0,15,Medium
65,F,Engineer,Single,PhD,95000,Suburban,Mercedes,8,3.5,19000,1,0,1,5,High
34,M,Artist,Widowed,None,30000,Suburban,Honda,12,2.0,7000,3,3,1,39,High
36,M,Retired,Divorced,None,20000,Suburban,Audi,5,2.0,8000,3,0,1,28,Medium
26,F,Doctor,Single,PhD,140000,Suburban,Audi,3,3.5,12000,0,3,3,32,High
60,F,Engineer,Single,PhD,95000,Urban,BMW,4,2.5,14000,1,0,3,27,High
43,M,Lawyer,Married,Bachelor,75000,Rural,Toyota,13,4.0,14000,1,1,1,10,High
52,M,Architect,Single,PhD,30000,Rural,BMW,9,1.5,11000,0,4,1,15,High
23,M,Doctor,Married,Master,110000,Urban,Chevrolet,2,2.0,19000,0,1,1,2,High
24,F,Lawyer,Single,Master,95000,Rural,Ford,9,3.5,15000,0,4,1,25,High
55,M,Lawyer,Widowed,Master,65000,Rural,Ford,7,1.5,13000,2,2,3,1,High
68,F,Teacher,Widowed,Bachelor,20000,Rural,Chevrolet,7,4.0,13000,2,2,1,15,High
37,M,Engineer,Single,Bachelor,80000,Suburban,BMW,7,3.0,8000,1,4,0,11,High
67,M,Manager,Married,None,125000,Suburban,Honda,4,3.5,7000,1,1,3,32,High
41,M,Doctor,Divorced,None,115000,Suburban,Nissan,3,4.0,11000,0,1,1,6,Medium
46,M,Lawyer,Married,Bachelor,35000,Suburban,Tesla,9,2.5,12000,0,3,0,12,High
65,M,Architect,Single,Bachelor,85000,Rural,BMW,5,1.5,15000,0,4,3,12,High
41,M,Engineer,Single,PhD,130000,Urban,Chevrolet,5,3.0,10000,2,2,2,6,High
65,F,Architect,Widowed,Bachelor,90000,Rural,Audi,1,3.5,11000,1,2,0,33,Low
24,M,Retired,Single,Master,40000,Rural,Ford,5,2.0,11000,0,3,2,9,High
60,F,Architect,Married,PhD,35000,Rural,Tesla,4,2.0,14000,2,2,3,13,High
45,F,Architect,Widowed,Master,65000,Rural,Mercedes,3,2.5,13000,1,1,3,11,High
31,M,Teacher,Widowed,PhD,115000,Urban,Tesla,14,4.0,8000,0,0,1,38,High
26,M,Teacher,Divorced,Master,110000,Suburban,Honda,10,3.5,6000,3,1,2,3,High
43,M,Doctor,Divorced,None,80000,Rural,Honda,6,3.0,13000,3,3,3,32,High
21,M,Retired,Single,Bachelor,45000,Rural,Mercedes,6,2.5,12000,0,4,2,1,High
38,M,Student,Widowed,PhD,135000,Rural,Mercedes,6,3.0,18000,0,2,1,35,High
31,M,Architect,Widowed,Master,65000,Rural,Ford,3,1.5,11000,3,1,2,7,High
54,M,Artist,Single,None,45000,Urban,Nissan,3,3.5,9000,2,0,0,26,Medium
42,M,Manager,Widowed,Master,60000,Urban,Honda,12,4.0,13000,3,1,3,5,High
47,M,Retired,Divorced,Bachelor,145000,Rural,Audi,4,4.0,8000,0,1,3,13,High
56,F,Student,Divorced,Bachelor,100000,Urban,Honda,3,2.5,13000,2,4,0,17,High
25,M,Artist,Married,Bachelor,135000,Rural,Audi,12,2.5,13000,1,3,0,35,High
67,F,Retired,Single,None,45000,Rural,Nissan,7,2.0,10000,0,4,3,4,High
20,F,Doctor,Widowed,Master,145000,Urban,BMW,2,4.0,5000,3,1,0,14,Low
51,M,Retired,Single,None,25000,Urban,Tesla,12,1.5,17000,1,4,0,21,High
45,F,Architect,Single,Master,115000,Rural,Tesla,12,4.0,14000,3,1,2,26,High
44,M,Doctor,Married,PhD,130000,Rural,Audi,7,4.0,9000,1,3,2,1,High
63,F,Retired,Married,PhD,25000,Rural,Tesla,4,2.0,15000,2,0,0,36,High
39,F,Teacher,Single,Master,30000,Urban,BMW,13,2.0,18000,0,1,2,18,High
51,F,Doctor,Divorced,PhD,135000,Suburban,Chevrolet,6,4.0,10000,1,0,1,20,Medium
43,M,Teacher,Married,None,120000,Urban,Toyota,6,2.5,17000,2,1,3,10,High
42,F,Manager,Married,PhD,85000,Urban,Ford,12,1.5,14000,1,4,2,4,High
34,F,Retired,Divorced,Master,65000,Suburban,Honda,11,4.0,17000,3,1,2,23,High
23,M,Architect,Divorced,PhD,140000,Suburban,Audi,6,4.0,16000,0,3,0,9,High
47,M,Engineer,Single,PhD,75000,Rural,BMW,9,3.0,11000,2,4,3,31,High
38,F,Lawyer,Widowed,Bachelor,140000,Suburban,Chevrolet,2,4.0,12000,1,0,3,17,High
23,F,Lawyer,Single,Master,130000,Rural,Chevrolet,7,2.5,8000,0,2,1,16,Medium
41,F,Student,Single,Bachelor,70000,Suburban,Honda,10,2.0,6000,2,2,3,35,High
58,M,Lawyer,Married,None,70000,Urban,Nissan,4,2.0,7000,1,3,1,24,High
48,F,Lawyer,Married,Bachelor,140000,Suburban,Mercedes,12,3.0,12000,0,2,0,5,High
68,F,Artist,Married,Master,55000,Rural,Audi,6,2.5,13000,1,4,3,12,High
45,F,Manager,Single,Master,65000,Rural,Mercedes,9,3.0,10000,3,4,1,39,High
36,F,Architect,Married,None,50000,Urban,Ford,13,1.5,15000,1,0,3,23,High
58,F,Manager,Widowed,None,45000,Urban,Tesla,2,1.5,6000,0,3,0,3,High
51,M,Lawyer,Single,PhD,145000,Rural,Toyota,6,1.5,9000,1,0,1,16,Medium
65,M,Retired,Single,Bachelor,120000,Rural,Ford,14,4.0,5000,2,4,3,3,High
49,M,Manager,Single,PhD,100000,Suburban,Chevrolet,8,2.5,10000,0,0,2,39,High
39,F,Lawyer,Divorced,Master,80000,Suburban,BMW,6,4.0,14000,0,3,0,32,High
60,F,Lawyer,Divorced,Master,105000,Rural,Honda,8,3.5,17000,3,1,1,28,High
45,F,Architect,Divorced,None,25000,Urban,BMW,2,2.5,18000,3,3,0,35,High
56,M,Retired,Divorced,Master,130000,Urban,Tesla,3,2.5,11000,2,0,0,28,High
39,M,Engineer,Single,Bachelor,100000,Rural,Tesla,13,2.0,17000,1,0,2,11,High
38,M,Doctor,Divorced,Master,70000,Urban,Mercedes,11,4.0,10000,2,1,1,24,Medium
63,F,Teacher,Single,Bachelor,100000,Suburban,BMW,1,4.0,17000,0,3,1,39,High
68,M,Teacher,Divorced,Master,100000,Rural,Tesla,12,3.5,12000,3,1,0,34,High
34,M,Artist,Divorced,None,80000,Suburban,BMW,7,4.0,10000,3,0,1,22,Medium
23,M,Lawyer,Married,None,25000,Urban,Audi,6,3.5,17000,0,4,0,33,High
51,F,Artist,Widowed,Bachelor,120000,Suburban,Ford,8,3.5,11000,2,0,3,32,High
62,M,Lawyer,Divorced,None,135000,Suburban,BMW,10,4.0,14000,0,2,2,32,High
46,F,Teacher,Married,Bachelor,140000,Suburban,Honda,2,3.0,7000,0,3,1,13,High
47,F,Manager,Divorced,Bachelor,115000,Urban,Toyota,11,4.0,19000,3,1,3,39,High
30,F,Student,Divorced,None,50000,Suburban,Toyota,8,1.5,14000,0,3,2,12,High
19,F,Student,Divorced,PhD,55000,Rural,Toyota,6,2.0,15000,2,3,2,20,High
68,F,Doctor,Single,Bachelor,20000,Rural,Audi,11,2.5,15000,3,1,1,4,High
51,F,Lawyer,Single,PhD,60000,Urban,BMW,14,2.0,9000,3,2,0,24,High
32,M,Artist,Single,Bachelor,25000,Suburban,Nissan,12,1.5,6000,0,3,1,7,High
56,F,Lawyer,Divorced,Master,40000,Urban,Nissan,10,3.5,14000,2,0,2,31,High
39,F,Teacher,Widowed,None,50000,Rural,Tesla,3,1.5,14000,1,3,1,2,High
26,F,Lawyer,Single,Master,40000,Rural,Ford,8,1.5,18000,1,2,2,20,High
64,M,Retired,Single,None,110000,Suburban,Honda,1,4.0,19000,3,3,2,5,High
37,M,Doctor,Widowed,Bachelor,85000,Suburban,Mercedes,7,2.5,13000,1,1,2,23,High
50,M,Doctor,Married,Bachelor,95000,Rural,Nissan,13,2.0,14000,0,4,1,27,High
63,M,Teacher,Widowed,Bachelor,50000,Suburban,Honda,3,4.0,5000,3,0,1,17,High
49,M,Artist,Divorced,Master,120000,Rural,Ford,7,2.0,16000,0,0,0,19,Medium
33,F,Doctor,Single,Master,50000,Rural,Nissan,14,2.0,9000,0,1,2,17,High
59,M,Manager,Married,PhD,55000,Rural,Chevrolet,6,2.5,10000,1,4,1,25,High
66,F,Architect,Single,Bachelor,80000,Urban,Toyota,10,2.0,6000,2,1,0,24,High
34,M,Manager,Divorced,Bachelor,145000,Urban,Toyota,10,1.5,16000,0,3,1,3,High
68,M,Lawyer,Divorced,PhD,85000,Suburban,Honda,12,2.0,8000,2,4,3,26,High
43,F,Doctor,Divorced,Master,130000,Urban,Tesla,13,4.0,10000,1,1,1,31,High
67,F,Architect,Married,Master,65000,Urban,Nissan,13,4.0,17000,3,2,1,22,High
30,F,Manager,Widowed,None,120000,Rural,BMW,8,4.0,14000,2,4,0,7,High
65,F,Architect,Single,PhD,90000,Urban,Honda,5,2.5,19000,1,2,2,6,High
58,F,Engineer,Divorced,Bachelor,45000,Urban,BMW,8,4.0,8000,1,4,3,24,High
61,F,Doctor,Married,None,95000,Rural,Ford,7,1.5,16000,0,3,3,37,High
34,M,Manager,Divorced,PhD,20000,Suburban,Mercedes,14,4.0,8000,0,4,3,26,High
39,F,Doctor,Single,Bachelor,85000,Rural,Honda,7,4.0,19000,3,4,3,2,High
63,M,Artist,Divorced,Master,100000,Suburban,Chevrolet,8,2.5,9000,2,3,1,7,High
66,M,Manager,Widowed,None,40000,Suburban,Honda,14,3.5,8000,0,2,2,17,High
19,M,Doctor,Single,None,35000,Rural,Honda,4,3.5,19000,1,3,1,5,High
31,M,Lawyer,Married,Master,120000,Urban,Mercedes,12,2.5,14000,2,2,2,11,High
61,M,Architect,Widowed,Master,55000,Rural,Toyota,8,2.5,17000,0,3,1,34,High
40,M,Doctor,Divorced,Master,105000,Urban,Ford,3,2.5,9000,0,4,1,25,High
19,F,Doctor,Divorced,None,115000,Rural,Audi,11,3.5,11000,2,4,0,4,High
27,F,Lawyer,Married,None,75000,Urban,Nissan,2,3.5,11000,3,2,3,1,High
47,M,Doctor,Divorced,Master,140000,Rural,Chevrolet,1,2.5,7000,1,2,2,38,High
69,F,Doctor,Single,PhD,70000,Rural,BMW,10,2.5,13000,1,1,1,32,Medium
51,M,Architect,Married,PhD,30000,Rural,Ford,2,3.0,12000,0,4,3,33,High
53,M,Artist,Widowed,PhD,70000,Rural,Audi,2,2.0,17000,2,2,2,13,High
56,F,Architect,Married,Bachelor,65000,Rural,Audi,1,2.5,8000,0,2,1,31,Medium
29,M,Architect,Single,PhD,100000,Urban,Ford,4,2.0,5000,3,1,2,14,High
19,F,Engineer,Divorced,Master,95000,Suburban,Toyota,11,3.5,15000,3,3,0,23,High
53,M,Lawyer,Divorced,Master,70000,Suburban,Chevrolet,14,2.0,7000,1,1,2,8,High
45,F,Engineer,Married,None,70000,Urban,Nissan,14,3.0,8000,1,1,1,38,High
31,F,Retired,Single,Master,20000,Urban,Honda,10,2.0,19000,1,1,1,34,High
53,F,Manager,Single,PhD,110000,Rural,Nissan,14,2.0,9000,1,1,1,7,High
32,F,Architect,Widowed,PhD,85000,Urban,Honda,3,4.0,18000,1,2,0,18,High
26,F,Architect,Divorced,PhD,95000,Rural,BMW,5,3.0,19000,3,1,2,11,High
27,M,Lawyer,Widowed,Master,115000,Urban,Ford,11,4.0,11000,0,3,1,22,High
48,F,Architect,Married,None,125000,Urban,Chevrolet,14,2.5,7000,1,0,1,2,High
18,F,Engineer,Widowed,Bachelor,115000,Urban,Ford,9,4.0,14000,3,1,3,6,High
62,M,Engineer,Widowed,None,105000,Suburban,Mercedes,10,1.5,14000,3,0,3,16,High
57,F,Doctor,Single,None,45000,Suburban,Ford,1,3.5,8000,0,1,0,21,Low
38,M,Lawyer,Widowed,PhD,130000,Suburban,Chevrolet,14,3.0,6000,3,1,1,25,High
29,M,Engineer,Divorced,Bachelor,20000,Urban,Nissan,5,4.0,8000,1,3,0,11,High
42,F,Teacher,Single,PhD,80000,Rural,Toyota,7,3.0,8000,2,4,0,18,High
52,F,Retired,Divorced,Bachelor,135000,Rural,Mercedes,11,2.0,17000,1,2,3,34,High
29,F,Student,Single,Master,140000,Urban,Audi,13,2.5,17000,0,4,2,19,High
39,F,Engineer,Married,Bachelor,100000,Rural,Toyota,10,1.5,6000,3,2,3,31,High
69,M,Doctor,Single,None,145000,Urban,Mercedes,14,1.5,6000,2,3,0,15,High
44,M,Manager,Widowed,None,145000,Rural,Chevrolet,13,3.5,17000,1,1,3,37,High
30,F,Lawyer,Divorced,Bachelor,120000,Rural,Chevrolet,7,4.0,15000,2,0,1,29,Medium
23,M,Student,Divorced,Bachelor,60000,Rural,Toyota,9,2.0,19000,0,4,0,9,High
35,F,Doctor,Single,Bachelor,45000,Urban,Toyota,6,3.0,15000,3,0,1,35,Medium
55,M,Lawyer,Divorced,None,70000,Rural,Tesla,13,1.5,9000,1,1,0,3,High
41,M,Student,Divorced,Master,40000,Rural,Honda,5,2.0,5000,0,1,2,3,High
27,F,Engineer,Married,Master,90000,Urban,Chevrolet,4,1.5,8000,0,2,1,33,Medium
19,M,Teacher,Widowed,None,110000,Urban,Mercedes,5,2.0,6000,0,2,1,30,Medium
50,F,Artist,Widowed,None,115000,Suburban,Nissan,12,1.5,13000,1,4,3,35,High
50,M,Artist,Married,None,20000,Rural,Ford,10,2.0,19000,0,1,2,28,High
69,M,Retired,Widowed,PhD,85000,Urban,BMW,10,4.0,10000,2,0,3,22,High
49,F,Teacher,Single,Bachelor,95000,Suburban,Mercedes,8,4.0,8000,1,0,2,28,High
63,F,Artist,Single,None,120000,Suburban,Honda,10,1.5,9000,2,4,1,15,High
44,M,Doctor,Single,Master,80000,Suburban,Audi,9,2.5,16000,1,1,2,7,High
55,F,Architect,Single,Bachelor,95000,Rural,Chevrolet,13,4.0,6000,1,4,0,30,High
20,M,Artist,Divorced,PhD,95000,Urban,Toyota,11,2.0,9000,3,3,2,32,High
42,F,Doctor,Married,Bachelor,135000,Urban,Audi,2,2.5,19000,3,2,0,26,High
27,F,Manager,Widowed,PhD,130000,Urban,Ford,14,1.5,10000,2,3,2,11,High
42,M,Manager,Single,Bachelor,40000,Urban,BMW,11,2.0,9000,0,1,2,3,High
42,F,Manager,Divorced,Master,30000,Urban,BMW,8,4.0,11000,0,2,2,22,High
45,F,Engineer,Widowed,PhD,105000,Rural,Mercedes,12,3.5,19000,3,2,3,37,High
53,F,Student,Divorced,Bachelor,50000,Rural,Honda,2,4.0,5000,3,2,2,21,High
51,M,Engineer,Widowed,Bachelor,45000,Rural,Honda,5,3.5,15000,1,1,0,17,Medium
28,F,Student,Married,Master,80000,Urban,Tesla,14,2.0,17000,3,2,3,2,High
35,M,Doctor,Single,Bachelor,20000,Suburban,Toyota,11,3.5,10000,1,3,3,3,High
41,M,Student,Widowed,PhD,120000,Suburban,Mercedes,14,3.5,5000,3,1,3,16,High
63,F,Teacher,Divorced,Bachelor,140000,Urban,Ford,8,3.5,15000,0,2,1,24,Medium
20,F,Doctor,Divorced,None,25000,Rural,Chevrolet,6,4.0,12000,2,3,2,10,High
29,F,Teacher,Married,Master,40000,Rural,Toyota,4,3.0,11000,1,3,1,12,High
52,M,Architect,Single,PhD,110000,Suburban,Tesla,11,3.5,5000,1,2,0,26,Medium
25,F,Manager,Married,PhD,145000,Rural,Audi,5,3.0,17000,2,3,1,13,High
37,M,Lawyer,Married,Master,65000,Urban,Chevrolet,8,2.5,17000,1,1,2,14,High
61,M,Retired,Widowed,PhD,110000,Suburban,BMW,12,3.5,13000,0,3,1,7,High
19,M,Lawyer,Widowed,Bachelor,85000,Suburban,BMW,7,3.5,8000,3,4,1,5,High
41,M,Doctor,Divorced,Bachelor,65000,Rural,Ford,1,2.0,10000,2,0,2,17,High
58,F,Student,Widowed,PhD,65000,Suburban,BMW,8,3.0,16000,0,0,3,27,High
67,M,Lawyer,Divorced,PhD,65000,Rural,Mercedes,6,2.5,5000,3,3,1,39,High
42,M,Teacher,Married,Master,135000,Rural,Ford,12,3.5,9000,3,2,2,28,High
48,M,Retired,Widowed,PhD,130000,Urban,BMW,11,1.5,8000,2,2,2,1,High
34,M,Teacher,Divorced,Master,60000,Urban,Honda,6,2.0,13000,2,4,2,2,High
27,M,Manager,Single,Bachelor,140000,Suburban,Audi,4,2.5,8000,1,2,1,13,Medium
27,F,Student,Widowed,None,65000,Urban,Honda,3,3.0,19000,0,2,3,4,High
52,M,Retired,Married,None,75000,Rural,Tesla,9,4.0,12000,3,2,0,35,Low
35,F,Doctor,Single,PhD,30000,Rural,Ford,14,4.0,7000,2,2,3,28,High
58,M,Engineer,Widowed,PhD,145000,Suburban,Tesla,11,1.5,17000,2,0,1,16,High
57,F,Engineer,Married,None,30000,Urban,Chevrolet,8,3.0,15000,1,1,1,1,Medium
33,F,Engineer,Widowed,PhD,70000,Rural,Tesla,10,2.5,14000,3,4,2,31,High
56,M,Student,Divorced,None,45000,Rural,Toyota,9,3.5,8000,2,3,1,12,High
32,M,Architect,Widowed,PhD,95000,Suburban,Tesla,4,2.0,17000,0,0,3,15,High
41,M,Engineer,Widowed,None,35000,Rural,Nissan,9,3.5,8000,0,1,1,17,Medium
52,M,Lawyer,Divorced,Master,95000,Rural,Tesla,11,1.5,7000,1,4,2,1,High
38,M,Retired,Married,Master,90000,Suburban,Audi,1,4.0,17000,1,0,2,19,High
