name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration
LJODC,41,F,Teacher,Widowed,PhD,45000,Rural,Toyota,8,3.5,17000,2,4,2,20
OBBKB,54,F,Architect,Single,Master,140000,Rural,Audi,11,2.5,14000,2,2,3,8
JCYUD,55,M,Teacher,Single,Bachelor,120000,Rural,Audi,12,1.5,16000,1,1,0,37
HYQQS,63,M,Artist,Divorced,Bachelor,60000,Rural,Honda,8,3.5,10000,1,4,0,18
XHDYB,50,M,Artist,Divorced,None,40000,Urban,Audi,5,4,13000,3,4,3,1
QKVPV,28,F,Retired,Married,Master,50000,Rural,Audi,11,2.5,5000,3,1,0,12
VFOAG,26,F,Engineer,Divorced,None,45000,Suburban,Nissan,5,1.5,11000,2,2,1,32
DFRTJ,69,F,Lawyer,Divorced,PhD,135000,Suburban,Mercedes,9,3,19000,0,4,0,18
HAUDS,38,F,Lawyer,Divorced,Bachelor,130000,Rural,Honda,3,4,7000,1,3,2,37
QNRAQ,51,M,Student,Single,PhD,25000,Suburban,Nissan,12,3,19000,0,4,0,21
MMUVN,31,M,Engineer,Divorced,None,35000,Suburban,Mercedes,5,3.5,10000,3,0,2,6
JRBRR,69,F,Retired,Married,Bachelor,80000,Suburban,Honda,8,3.5,14000,2,4,0,34
SDWEU,63,F,Manager,Divorced,PhD,55000,Urban,Toyota,13,2,15000,1,4,2,11
XILMT,63,M,Architect,Single,Master,85000,Urban,Chevrolet,13,4,19000,0,0,1,36
DJIOG,32,M,Retired,Single,Bachelor,110000,Suburban,Chevrolet,8,3.5,10000,3,3,3,20
RAUQF,34,F,Lawyer,Divorced,Master,85000,Suburban,Audi,6,2,13000,2,0,1,18
OZDLP,19,M,Engineer,Divorced,Master,75000,Suburban,Audi,13,3.5,12000,3,0,3,21
OIGJP,18,F,Doctor,Widowed,Bachelor,35000,Rural,Chevrolet,10,1.5,17000,0,0,3,25
RWZAL,30,M,Manager,Widowed,Bachelor,25000,Urban,Audi,13,4,11000,0,2,1,29
DXVPQ,46,F,Engineer,Divorced,Master,35000,Urban,Ford,13,3,13000,0,1,3,26
DPCFU,38,F,Manager,Widowed,Master,100000,Rural,Ford,7,1.5,19000,2,1,1,9
ZQSXQ,27,M,Artist,Married,Bachelor,40000,Suburban,Mercedes,1,3.5,7000,1,3,3,22
UJACF,27,F,Lawyer,Divorced,Master,20000,Suburban,Toyota,4,1.5,11000,0,1,3,7
HWJTM,39,F,Manager,Single,Bachelor,135000,Rural,Chevrolet,14,2,10000,3,2,2,21
LWHAX,29,F,Engineer,Widowed,PhD,85000,Rural,Nissan,13,2.5,16000,2,2,0,29
FBYXE,27,M,Retired,Single,Bachelor,30000,Suburban,Toyota,3,1.5,8000,1,3,1,24
PPZAH,48,M,Artist,Single,Master,35000,Urban,Chevrolet,1,2,15000,1,1,0,7
QPHOY,29,M,Retired,Single,Bachelor,80000,Suburban,Nissan,12,3.5,8000,0,4,2,23
NJWRM,56,F,Teacher,Divorced,Bachelor,120000,Suburban,BMW,2,2.5,12000,2,3,0,34
TVAWX,43,M,Lawyer,Married,PhD,110000,Suburban,BMW,12,4,10000,3,0,3,1
GBWZJ,56,M,Doctor,Widowed,Master,125000,Rural,Ford,5,4,6000,2,3,1,23
VWXKM,18,M,Student,Married,Bachelor,70000,Rural,Honda,9,3,10000,2,2,0,14
RWORT,60,M,Lawyer,Divorced,Master,115000,Rural,Ford,9,3.5,19000,0,2,0,5
FUDHJ,47,F,Retired,Single,None,70000,Suburban,Audi,5,2.5,10000,0,1,3,11
OSFCW,55,F,Teacher,Widowed,None,90000,Urban,Tesla,7,1.5,11000,3,4,1,39
OAYCE,58,M,Doctor,Divorced,None,140000,Urban,Tesla,7,2.5,7000,1,3,3,18
CGSQY,62,M,Engineer,Widowed,PhD,145000,Suburban,Mercedes,2,3,7000,1,3,1,1
CEGXM,40,F,Artist,Divorced,None,35000,Urban,Tesla,9,3.5,19000,1,1,0,31
ENSMY,46,F,Lawyer,Married,Master,90000,Rural,Nissan,9,3,16000,0,4,1,30
AOPGJ,35,M,Retired,Married,None,125000,Rural,Chevrolet,14,1.5,5000,3,3,2,38
QZSPX,54,M,Manager,Single,Master,85000,Rural,Mercedes,5,2,7000,3,2,1,4
ROXKK,34,M,Teacher,Divorced,Bachelor,20000,Urban,Mercedes,2,1.5,17000,3,2,0,7
JFGTY,42,M,Manager,Widowed,Bachelor,145000,Urban,Audi,12,2.5,17000,2,0,2,28
UQTTV,32,F,Manager,Widowed,PhD,90000,Urban,Mercedes,2,3.5,9000,1,4,3,30
PWARQ,30,F,Teacher,Single,Bachelor,35000,Urban,Mercedes,7,2,15000,2,3,3,5
BFCDE,49,M,Doctor,Married,PhD,80000,Urban,Chevrolet,3,2,13000,2,4,3,39
TVYOE,64,M,Engineer,Widowed,PhD,145000,Suburban,Nissan,13,2,5000,0,4,3,22
QFRMR,38,M,Retired,Married,Master,110000,Rural,Honda,10,2,16000,0,3,1,39
IKWQV,30,M,Student,Married,None,95000,Suburban,Nissan,8,2.5,8000,0,4,3,27
VMMXD,49,F,Teacher,Single,Bachelor,110000,Suburban,Tesla,7,1.5,16000,0,0,1,37
ITUXZ,34,F,Lawyer,Widowed,Bachelor,70000,Urban,BMW,14,3.5,6000,0,2,2,12
ZNWOT,26,M,Engineer,Widowed,None,20000,Urban,Audi,14,4,13000,0,0,0,12
RMGWX,45,F,Lawyer,Married,None,70000,Urban,Tesla,6,4,12000,1,4,3,9
MVHCU,50,F,Engineer,Widowed,Master,140000,Suburban,Chevrolet,10,2,14000,2,1,3,16
MZCNG,57,F,Engineer,Divorced,None,110000,Rural,Honda,10,2,7000,1,2,2,7
NOBGX,59,F,Teacher,Divorced,Master,145000,Rural,Nissan,12,2.5,13000,2,0,0,9
XATDR,52,M,Teacher,Divorced,None,30000,Urban,Audi,6,1.5,13000,3,0,1,34
HLUQC,56,F,Manager,Widowed,PhD,135000,Rural,Honda,8,3,7000,1,4,0,38
WMHKG,57,M,Retired,Married,Bachelor,25000,Rural,Ford,1,3,19000,0,0,2,16
INIEB,22,F,Student,Married,Master,120000,Rural,Ford,13,2,8000,1,4,2,9
WXWSG,43,F,Architect,Divorced,None,145000,Rural,BMW,14,2.5,10000,0,3,3,15
RGLCC,59,M,Student,Married,Bachelor,120000,Suburban,Toyota,10,3,8000,3,4,1,16
IRJOM,36,M,Doctor,Single,None,115000,Rural,Ford,3,4,18000,1,1,3,7
HNDZC,52,F,Architect,Married,None,20000,Rural,Nissan,4,2,7000,3,3,1,39
YZCHJ,23,M,Architect,Single,Master,100000,Urban,BMW,2,2.5,16000,0,0,1,32
XBTQA,48,M,Lawyer,Divorced,PhD,60000,Suburban,Tesla,14,4,18000,2,0,2,9
EZNIY,47,M,Lawyer,Divorced,PhD,80000,Rural,Honda,9,2,10000,3,3,0,25
QGFLM,39,F,Retired,Single,PhD,120000,Urban,Toyota,3,1.5,14000,0,0,0,39
EILHG,24,M,Architect,Widowed,Master,75000,Rural,Tesla,1,2.5,16000,1,0,1,12
FJPXE,36,F,Manager,Widowed,Bachelor,130000,Suburban,Ford,8,3,17000,2,2,1,29
CYQPL,18,F,Artist,Divorced,None,70000,Rural,Honda,8,1.5,13000,2,2,1,14
OZAHY,58,M,Student,Divorced,None,75000,Suburban,Honda,11,4,17000,0,2,1,17
CIBDQ,52,M,Retired,Divorced,Bachelor,105000,Urban,Ford,7,3,18000,0,4,0,17
JAGGQ,47,F,Manager,Single,None,55000,Urban,Ford,14,2,15000,0,2,2,34
RJINX,25,M,Retired,Widowed,Master,25000,Urban,Ford,2,1.5,18000,0,2,2,21
WZMJA,52,F,Engineer,Divorced,Master,90000,Rural,BMW,5,4,9000,2,1,1,25
XWHMP,27,F,Student,Divorced,Bachelor,90000,Urban,Toyota,6,3.5,19000,3,4,2,18
BVAVG,40,F,Doctor,Single,None,100000,Urban,Chevrolet,2,3.5,6000,0,1,0,9
UVINS,44,M,Teacher,Widowed,Master,50000,Rural,Audi,12,1.5,18000,2,2,2,22
XXTWH,31,M,Architect,Widowed,Master,95000,Urban,Toyota,14,2.5,13000,2,4,0,25
XGVUK,64,F,Teacher,Widowed,PhD,110000,Rural,Mercedes,9,3.5,12000,2,1,2,13
TFPXR,38,M,Architect,Single,PhD,130000,Rural,Toyota,5,2,18000,0,0,2,36
GTYAY,60,M,Engineer,Divorced,None,80000,Rural,BMW,5,3.5,19000,1,3,0,29
PLKHF,26,M,Retired,Widowed,Master,115000,Suburban,BMW,5,1.5,7000,2,2,1,15
YAIQS,45,M,Doctor,Divorced,Bachelor,90000,Urban,Audi,1,2,11000,0,1,1,14
USIEM,45,F,Student,Single,Master,45000,Urban,Tesla,5,2.5,12000,0,0,2,5
BGWIH,24,F,Architect,Widowed,Bachelor,110000,Urban,Toyota,5,3,6000,3,4,2,38
QEBZD,64,F,Engineer,Married,Master,130000,Urban,Mercedes,12,3.5,12000,1,4,3,32
OORMY,68,F,Artist,Single,None,125000,Suburban,Nissan,2,1.5,13000,3,2,3,29
DZHNK,27,F,Lawyer,Divorced,Bachelor,135000,Rural,Chevrolet,7,3.5,18000,0,0,0,18
ACOQT,30,F,Retired,Divorced,PhD,100000,Suburban,BMW,1,2.5,7000,2,2,2,7
NHPAU,45,F,Student,Widowed,Bachelor,135000,Rural,Chevrolet,4,4,13000,1,3,3,34
PUNCW,28,F,Student,Married,None,80000,Suburban,Honda,1,2.5,7000,2,0,0,36
GUTLW,26,F,Engineer,Divorced,None,40000,Rural,Audi,10,3.5,12000,2,3,2,31
KRKZU,25,F,Engineer,Single,PhD,40000,Rural,Nissan,5,3,13000,2,3,0,28
AMKMX,38,F,Doctor,Divorced,None,60000,Urban,BMW,3,3.5,5000,2,2,1,25
CXGOW,53,M,Artist,Widowed,None,85000,Rural,Mercedes,11,2.5,15000,0,1,2,1
DVVYB,29,F,Architect,Divorced,None,55000,Urban,BMW,12,2.5,5000,3,4,1,8
QRWHJ,60,F,Doctor,Widowed,Bachelor,120000,Urban,Honda,13,2,11000,0,0,1,28
BXYSG,43,M,Retired,Divorced,None,60000,Suburban,Audi,6,4,6000,1,4,2,17
XWASZ,25,M,Artist,Widowed,Master,135000,Urban,Honda,12,3,6000,3,3,1,5
NMJRU,56,M,Artist,Single,Master,25000,Urban,Nissan,5,2,18000,3,2,0,34
ALGZI,67,F,Engineer,Single,Bachelor,85000,Suburban,Mercedes,12,4,19000,3,0,3,3
MLPFW,58,F,Retired,Married,PhD,80000,Urban,Audi,1,1.5,7000,0,2,1,13
EENZG,54,M,Teacher,Widowed,Bachelor,50000,Suburban,Nissan,8,1.5,5000,1,2,2,23
RBLOT,45,F,Manager,Widowed,None,90000,Urban,BMW,10,2.5,13000,1,3,3,39
UQDLN,66,M,Artist,Married,Master,60000,Urban,Toyota,10,4,5000,0,1,0,28
IMSTZ,58,M,Lawyer,Married,None,135000,Rural,BMW,14,4,12000,3,2,0,19
VOTAK,55,M,Doctor,Widowed,None,115000,Rural,Audi,13,3,17000,0,2,2,23
TMNPU,30,F,Engineer,Widowed,Master,25000,Rural,Chevrolet,1,1.5,12000,3,4,2,39
MDIMI,39,M,Architect,Divorced,PhD,135000,Rural,Toyota,2,3.5,17000,1,3,0,32
ZLQYA,24,F,Artist,Widowed,None,95000,Rural,Audi,6,3,12000,1,0,2,25
LHQES,20,F,Teacher,Single,PhD,70000,Rural,Audi,10,2.5,19000,0,2,0,37
LNFZY,69,M,Engineer,Married,Bachelor,120000,Rural,Tesla,3,2.5,13000,0,4,3,4
ULNBG,46,F,Teacher,Divorced,None,25000,Rural,Chevrolet,7,3,5000,0,3,2,39
JHLDF,51,F,Student,Widowed,PhD,35000,Rural,Chevrolet,12,2.5,10000,3,1,0,13
SPPPY,26,F,Artist,Single,None,20000,Urban,Mercedes,12,3,19000,1,2,1,34
JZBNZ,22,M,Lawyer,Married,PhD,145000,Suburban,Tesla,2,3.5,11000,1,2,1,29
ERBEU,56,F,Engineer,Single,None,20000,Suburban,Audi,14,2,19000,0,1,2,7
XNMTQ,31,F,Teacher,Single,Master,140000,Rural,Toyota,13,1.5,16000,2,2,0,11
AEZGF,24,M,Doctor,Married,Master,20000,Urban,Honda,13,2.5,9000,2,0,1,28
NQKQM,26,M,Manager,Single,PhD,100000,Urban,Ford,3,1.5,9000,0,3,0,8
RSAZT,53,M,Artist,Single,Bachelor,70000,Rural,Nissan,10,2.5,17000,1,1,1,21
AKIWC,52,M,Artist,Divorced,PhD,140000,Suburban,Nissan,13,3.5,8000,3,3,1,30
ZWTFT,35,F,Artist,Married,Master,130000,Urban,Ford,13,3,12000,3,2,3,19
KQVOL,25,M,Retired,Married,Bachelor,75000,Suburban,Honda,8,3.5,12000,2,4,2,4
BEPKY,24,F,Engineer,Divorced,None,105000,Rural,Tesla,7,2,18000,2,4,0,11
TFJXL,29,F,Student,Single,Master,90000,Suburban,Ford,13,3,9000,0,2,1,6
MDGCL,18,M,Artist,Single,Master,45000,Urban,Honda,1,2.5,6000,1,2,1,11
RPUTF,61,M,Architect,Divorced,None,90000,Rural,BMW,3,3.5,13000,3,0,0,18
WYEID,47,M,Teacher,Widowed,None,135000,Urban,Honda,7,2,9000,1,4,2,39
LDMNC,19,F,Retired,Divorced,Bachelor,65000,Urban,Mercedes,7,2,9000,3,0,2,17
RUUZM,61,M,Engineer,Married,None,130000,Suburban,Audi,11,3,10000,1,2,1,18
AADDB,40,M,Engineer,Single,Master,115000,Suburban,Mercedes,3,2,12000,1,0,0,14
MXVWZ,56,F,Lawyer,Widowed,Master,40000,Rural,Audi,5,3.5,19000,3,4,1,6
WUBLQ,69,M,Manager,Single,PhD,85000,Rural,Nissan,2,3.5,5000,1,0,2,2
IBZAM,66,F,Architect,Divorced,Master,90000,Suburban,BMW,14,3,19000,0,1,1,7
HNZSM,58,F,Architect,Widowed,PhD,25000,Rural,BMW,10,1.5,19000,1,2,0,5
SBGFJ,56,F,Architect,Single,Master,140000,Suburban,Honda,2,1.5,14000,0,1,3,33
IDOJN,36,F,Retired,Single,Master,80000,Rural,Chevrolet,2,2,6000,0,0,3,12
BHCHK,23,M,Teacher,Widowed,Master,65000,Rural,Tesla,5,4,19000,1,2,1,15
KYFZA,29,F,Teacher,Single,Master,75000,Urban,Nissan,13,3.5,18000,3,4,1,11
POQKD,67,M,Retired,Widowed,PhD,120000,Rural,Chevrolet,3,2,19000,0,4,0,1
KNDCY,29,F,Artist,Divorced,None,45000,Rural,BMW,12,3,9000,2,2,0,39
FYRBV,64,M,Engineer,Widowed,None,100000,Suburban,Chevrolet,6,2.5,8000,2,3,2,15
LOKYL,28,F,Artist,Married,PhD,85000,Rural,Tesla,6,3,5000,0,2,3,38
IFBOF,31,M,Student,Divorced,PhD,120000,Suburban,Toyota,12,3,8000,1,3,0,8
VBHED,50,F,Lawyer,Widowed,PhD,35000,Suburban,Nissan,7,3.5,18000,3,0,2,32
YEZXX,18,F,Teacher,Married,Bachelor,125000,Urban,Toyota,6,1.5,18000,1,3,2,17
OGGRX,24,M,Student,Single,PhD,145000,Urban,Ford,6,3,14000,2,4,3,13
KNQTE,22,F,Retired,Single,Master,120000,Rural,Toyota,2,4,6000,3,4,0,21
AATCK,42,F,Architect,Married,PhD,145000,Rural,Ford,4,4,8000,3,2,1,4
GIGLH,67,F,Teacher,Widowed,Master,125000,Urban,Ford,4,1.5,7000,3,0,0,32
LXBSP,48,F,Lawyer,Divorced,None,140000,Suburban,BMW,7,3.5,14000,1,2,0,25
YMGUO,51,F,Retired,Widowed,Bachelor,100000,Urban,Audi,8,2,6000,3,2,0,5
GLMQZ,55,M,Doctor,Divorced,PhD,65000,Rural,Honda,12,2,6000,0,1,2,1
ZGYEN,41,F,Manager,Single,PhD,135000,Rural,Mercedes,7,2,10000,2,4,1,21
OTTSX,30,M,Lawyer,Married,Master,125000,Rural,Nissan,14,2.5,16000,2,1,0,10
QJRVW,28,F,Manager,Single,PhD,60000,Suburban,Honda,9,2,8000,3,1,1,24
KVZYH,20,M,Retired,Married,None,25000,Suburban,Audi,4,3,16000,0,0,1,13
PTPDN,31,F,Doctor,Widowed,None,60000,Suburban,Nissan,2,2,12000,0,1,0,15
JWWIS,43,F,Retired,Married,Bachelor,105000,Rural,Nissan,3,1.5,11000,3,1,0,23
CLEAL,34,F,Manager,Widowed,PhD,70000,Rural,Ford,4,2,8000,1,2,1,26
LZDFN,52,F,Engineer,Married,None,135000,Urban,Toyota,6,2.5,17000,3,1,1,32
TCXNC,52,F,Retired,Widowed,PhD,80000,Suburban,Chevrolet,3,3,10000,1,1,3,27
JHAKG,34,M,Artist,Married,None,100000,Urban,BMW,1,2.5,14000,3,2,0,22
TASEA,19,M,Teacher,Widowed,Bachelor,65000,Suburban,Toyota,1,1.5,5000,2,3,2,19
CBXPI,18,M,Doctor,Married,None,95000,Rural,Tesla,2,2,10000,2,4,3,23
TVAIZ,35,M,Lawyer,Married,Bachelor,50000,Suburban,Mercedes,8,3.5,12000,0,4,2,28
EMNVO,68,M,Engineer,Widowed,Master,65000,Urban,Audi,1,4,9000,3,4,0,25
EAAUG,42,F,Manager,Married,Master,40000,Rural,Nissan,12,3.5,10000,2,4,1,29
KBRON,20,F,Lawyer,Divorced,PhD,60000,Rural,Toyota,12,2,8000,2,0,3,28
JDFHO,30,M,Artist,Married,None,70000,Rural,Audi,2,3.5,5000,1,4,2,29
XYIKK,61,F,Manager,Divorced,Bachelor,70000,Urban,Ford,13,3,12000,2,1,1,4
LNQEC,45,F,Engineer,Divorced,None,100000,Urban,Toyota,4,3,12000,1,4,2,8
FSYTH,62,M,Engineer,Married,PhD,140000,Rural,Chevrolet,10,3,18000,0,2,3,3
NRRCF,64,F,Doctor,Divorced,Bachelor,110000,Suburban,Toyota,14,3,9000,0,0,0,3
DSPAN,25,M,Lawyer,Widowed,Bachelor,45000,Suburban,Mercedes,2,1.5,10000,1,2,0,38
FTJJD,39,F,Architect,Widowed,PhD,115000,Urban,Chevrolet,10,3,9000,0,0,1,22
SZCYS,25,F,Doctor,Divorced,Bachelor,115000,Rural,Toyota,9,2,14000,0,2,0,8
XRMJO,37,F,Engineer,Divorced,PhD,20000,Urban,Honda,12,4,12000,1,3,1,3
SILJY,42,M,Lawyer,Widowed,PhD,110000,Urban,Toyota,14,2,13000,2,2,2,21
NUJOR,31,M,Lawyer,Divorced,None,55000,Urban,Nissan,1,4,7000,1,1,1,12
YASUD,29,F,Retired,Married,None,80000,Rural,Chevrolet,13,2,9000,1,1,3,21
TWZFZ,30,F,Architect,Divorced,Bachelor,70000,Suburban,Nissan,14,1.5,19000,1,0,2,5
DZEOZ,21,M,Artist,Divorced,Master,50000,Urban,Tesla,14,4,12000,0,1,0,26
YPNST,56,M,Retired,Single,PhD,145000,Rural,Tesla,11,2,12000,1,4,1,9
GFLUZ,46,F,Engineer,Widowed,PhD,115000,Rural,Toyota,4,2.5,19000,3,2,0,2
TAXKF,54,F,Teacher,Divorced,Master,105000,Suburban,Toyota,5,1.5,6000,1,3,0,34
KFJXE,45,M,Retired,Widowed,Master,60000,Urban,Mercedes,3,4,6000,1,4,1,34
DZTTE,30,F,Doctor,Married,Master,25000,Urban,Audi,10,1.5,16000,2,1,0,13
JAYLH,31,F,Architect,Divorced,None,80000,Urban,Tesla,4,4,11000,0,2,3,21
JAUED,20,M,Engineer,Divorced,None,145000,Suburban,Ford,9,3,9000,0,2,3,28
BUHUZ,46,F,Doctor,Widowed,PhD,105000,Rural,Mercedes,3,3,15000,2,1,0,9
KOQYR,60,M,Student,Single,PhD,125000,Rural,Toyota,5,1.5,7000,1,4,1,7
XIBPW,33,M,Teacher,Single,Bachelor,105000,Urban,Toyota,2,2.5,19000,2,2,2,22
EXSOU,31,F,Architect,Divorced,Bachelor,85000,Urban,Audi,11,1.5,16000,3,1,1,37
RFQGG,55,M,Doctor,Married,Master,45000,Urban,Audi,9,4,15000,1,3,3,14
UGFOS,30,M,Lawyer,Married,PhD,110000,Suburban,Toyota,10,1.5,11000,1,4,0,13
AVICO,39,M,Manager,Married,PhD,30000,Suburban,Toyota,5,2.5,9000,3,2,2,25
CPZRU,60,M,Lawyer,Married,Master,65000,Suburban,Ford,6,3,6000,2,3,2,6
GIQZT,44,M,Teacher,Single,None,85000,Urban,Mercedes,5,2,17000,0,2,3,20
VJYRR,55,F,Retired,Divorced,Master,20000,Urban,Nissan,4,2.5,9000,2,0,2,29
LUJAW,67,M,Doctor,Single,Bachelor,60000,Urban,Nissan,3,2,14000,3,3,3,34
ZMIGF,36,M,Manager,Widowed,PhD,30000,Urban,Nissan,2,4,17000,2,2,3,5
MMYUP,18,M,Lawyer,Divorced,Bachelor,45000,Suburban,Ford,8,1.5,16000,3,3,0,30
KXYXN,47,F,Teacher,Divorced,None,125000,Suburban,Ford,1,1.5,6000,0,4,3,3
QRJHO,27,M,Architect,Single,PhD,120000,Urban,Nissan,3,2.5,10000,3,4,1,21
GXVEW,66,M,Architect,Single,Bachelor,105000,Suburban,Mercedes,3,2.5,9000,2,4,1,26
GBVUU,28,F,Manager,Divorced,PhD,75000,Urban,BMW,10,2.5,7000,3,4,3,22
DGBAX,33,F,Retired,Married,None,30000,Suburban,Mercedes,14,2.5,13000,3,4,2,27
IHCXP,38,F,Student,Married,None,70000,Suburban,Tesla,8,2.5,15000,0,4,1,32
QHHUC,38,F,Teacher,Single,Bachelor,145000,Rural,Chevrolet,2,3.5,9000,0,4,3,23
IAFXR,43,F,Manager,Divorced,None,125000,Rural,Honda,3,1.5,14000,0,1,1,15
PPAUG,27,M,Engineer,Married,PhD,35000,Urban,Ford,3,1.5,15000,2,3,1,23
RASTT,45,F,Engineer,Married,PhD,130000,Urban,BMW,10,1.5,11000,1,2,2,35
MXOVV,67,F,Manager,Married,None,130000,Urban,Tesla,11,1.5,10000,1,3,1,12
TWOIA,19,M,Architect,Single,Bachelor,135000,Suburban,Chevrolet,2,4,10000,3,0,2,22
MENBZ,69,F,Student,Divorced,Master,30000,Urban,Toyota,11,3,19000,3,4,1,25
OTULO,26,M,Lawyer,Single,Master,145000,Urban,Honda,13,2.5,17000,2,3,0,21
LZJSJ,64,M,Artist,Married,Bachelor,20000,Suburban,Nissan,6,2,18000,2,1,2,14
WKUIN,68,M,Engineer,Married,None,75000,Urban,Chevrolet,1,3.5,14000,0,2,3,19
WNXVB,65,M,Lawyer,Single,Master,100000,Rural,Ford,1,3.5,19000,2,3,2,36
WFZGC,31,M,Engineer,Single,Master,25000,Urban,Nissan,11,3.5,15000,2,4,3,15
TCSGD,26,M,Retired,Divorced,None,115000,Rural,Audi,9,4,6000,3,3,3,13
TTYVU,52,M,Teacher,Single,Master,140000,Urban,BMW,11,1.5,17000,3,0,0,13
APQEY,69,M,Retired,Divorced,Master,145000,Rural,Ford,9,1.5,6000,1,2,2,17
LSSJU,64,F,Doctor,Married,Master,95000,Rural,BMW,1,4,14000,1,3,3,5
TXPOM,61,F,Architect,Widowed,PhD,30000,Suburban,Toyota,13,3,7000,2,3,2,5
CSZRD,22,M,Lawyer,Single,None,30000,Urban,Ford,9,2,18000,1,0,1,36
WYKFB,43,F,Student,Divorced,PhD,70000,Urban,Nissan,14,2.5,6000,3,1,0,5
QLQUI,69,M,Architect,Divorced,PhD,90000,Rural,Honda,2,4,6000,3,0,2,20
NRRVZ,27,M,Engineer,Divorced,Master,30000,Urban,Honda,10,1.5,9000,3,3,3,29
UTGTK,47,M,Artist,Married,Master,90000,Suburban,Toyota,14,3,7000,1,1,3,29
TQTNF,57,M,Student,Single,Bachelor,45000,Urban,BMW,10,3,8000,3,4,2,33
YWOMH,63,F,Manager,Widowed,None,120000,Urban,Toyota,14,2.5,13000,2,3,2,37
FHPDU,51,M,Engineer,Single,None,140000,Urban,Tesla,11,1.5,18000,2,1,0,31
XXVZO,34,F,Engineer,Single,Bachelor,85000,Rural,Audi,10,3.5,15000,1,1,1,38
KQZYA,24,M,Teacher,Widowed,Master,140000,Urban,Chevrolet,1,3.5,17000,0,2,1,29
BMPZK,52,M,Architect,Married,None,120000,Urban,Chevrolet,9,2.5,10000,1,4,1,1
HZOIF,67,F,Architect,Married,PhD,50000,Suburban,Mercedes,7,1.5,7000,2,4,0,31
XDUDP,68,F,Architect,Married,None,60000,Rural,Audi,5,2.5,14000,0,3,3,35
CVCWG,23,F,Artist,Divorced,Master,140000,Urban,BMW,6,3,15000,0,3,2,25
BHCDD,33,F,Engineer,Single,Master,100000,Suburban,Chevrolet,4,2.5,9000,0,0,1,25
KCKNZ,42,F,Lawyer,Married,None,145000,Rural,Honda,13,3.5,19000,0,3,1,7
NMIRS,57,F,Artist,Single,Bachelor,125000,Urban,Mercedes,2,3.5,16000,1,4,0,31
MPKNE,49,F,Lawyer,Widowed,None,125000,Rural,Honda,3,1.5,5000,1,1,1,21
CRLWA,62,F,Student,Widowed,Bachelor,25000,Suburban,BMW,12,4,18000,3,3,0,30
DYGDD,61,F,Engineer,Widowed,Master,100000,Urban,Tesla,9,3,18000,0,4,1,13
FANQU,68,F,Lawyer,Married,None,145000,Urban,Ford,7,2,5000,3,3,0,31
XTTLF,54,M,Lawyer,Married,PhD,60000,Suburban,Ford,7,3,18000,2,0,0,37
XCRWL,62,F,Architect,Widowed,Bachelor,120000,Urban,Nissan,6,3,12000,1,2,1,22
XHBWU,47,F,Retired,Married,PhD,20000,Suburban,Nissan,2,3,10000,3,0,2,20
WNYXA,41,F,Student,Widowed,PhD,100000,Rural,Honda,9,1.5,19000,1,0,3,34
MPRIX,20,M,Artist,Married,PhD,35000,Urban,Tesla,14,3.5,8000,2,3,3,21
FZIUP,34,F,Retired,Married,PhD,25000,Suburban,Ford,2,2,9000,3,3,3,5
ESADH,51,M,Artist,Widowed,None,135000,Suburban,Audi,3,2.5,11000,3,3,1,38
SBHBQ,49,M,Artist,Divorced,Master,95000,Suburban,Ford,8,3.5,17000,0,3,0,6
ROFPP,60,M,Architect,Single,Bachelor,135000,Suburban,Honda,13,4,6000,0,3,2,7
ONQVV,69,M,Doctor,Married,PhD,90000,Rural,Toyota,12,4,8000,1,0,3,18
WZMYO,68,M,Teacher,Divorced,PhD,85000,Rural,BMW,8,2,19000,3,1,2,12
JQVJE,30,F,Architect,Divorced,PhD,50000,Suburban,Mercedes,9,3.5,19000,1,4,3,11
XAYNY,57,F,Engineer,Widowed,Master,60000,Urban,Honda,3,2,16000,1,3,1,18
ZXATY,50,F,Doctor,Divorced,Master,20000,Urban,Ford,5,2.5,11000,1,4,1,4
XXCFY,65,M,Architect,Single,None,140000,Urban,Audi,7,3.5,17000,1,3,1,21
LBQGZ,30,M,Student,Divorced,Master,80000,Rural,Ford,1,2.5,12000,2,1,3,34
PMBJB,66,F,Lawyer,Married,Bachelor,95000,Rural,Ford,2,2,16000,0,4,0,34
BRPTN,62,F,Architect,Married,Master,135000,Urban,Tesla,11,1.5,16000,1,3,0,24
JERXN,35,M,Engineer,Married,PhD,30000,Urban,Honda,2,3.5,19000,2,0,3,25
MWFXO,53,M,Artist,Single,Master,135000,Urban,Ford,11,2.5,17000,1,4,2,31
DTDHR,50,M,Manager,Widowed,Master,25000,Urban,Tesla,7,3,9000,1,4,2,31
FNDAB,49,F,Artist,Single,None,25000,Rural,Toyota,4,1.5,19000,1,2,0,39
UNNIL,20,M,Doctor,Single,PhD,95000,Suburban,Honda,9,3,14000,1,0,0,18
VPKLQ,68,M,Student,Widowed,PhD,75000,Urban,BMW,3,3,13000,0,3,1,31
KUEEQ,25,F,Manager,Married,Master,80000,Urban,Chevrolet,7,2.5,9000,2,1,2,35
UVEIP,33,F,Manager,Widowed,PhD,45000,Suburban,Toyota,11,2.5,9000,0,3,2,19
